first_name,last_name,team,league,nationality,position,shirt,dob,age,skill_avg
Stuart,Pearce,Nottingham F,English Premier League,English,LB,3,1962-04-24,34,63.29
Pierre,van Hooijdonk,Nottingham F,English Premier League,Dutch,FOR,12,1969-11-29,26,56.83
Steve,Chettle,Nottingham F,English Premier League,English,CD,5,1968-09-27,27,52.12
Steve,Stone,Nottingham F,English Premier League,English,RM,11,1971-08-20,24,66.21
Scott,Gemill,Nottingham F,English Premier League,Scottish,AM,8,1971-01-02,25,52.42
Ian,Woan,Nottingham F,English Premier League,English,LM,14,1967-12-14,28,54.58
Mark,Crossley,Nottingham F,English Premier League,English,GK,1,1969-06-16,27,55.71
Dean,Saunders,Nottingham F,English Premier League,Welsh,FOR,9,1964-06-21,32,58.46
Nikola,Jerkan,Nottingham F,English Premier League,Norwegian,RB,16,1964-12-08,31,54.12
Chris,Bart-Williams,Nottingham F,English Premier League,English,DM,6,1974-06-16,22,53.67
David,Phillips,Nottingham F,English Premier League,Welsh,DM,7,1963-07-29,33,50.62
Bryan,Roy,Nottingham F,English Premier League,Dutch,FOR,22,1970-02-12,26,59.83
Alf-Inge,Haaland,Nottingham F,English Premier League,Norwegian,RB,18,1972-11-23,23,55.0
Chris,Allen,Nottingham F,English Premier League,English,LW,17,1972-11-18,23,54.25
Alan,Fettis,Nottingham F,English Premier League,Irish,GK,13,1972-07-01,24,53.29
Brian,Croft,Nottingham F,English Premier League,English,DM,27,1967-09-27,28,48.38
Kevin,Campbell,Nottingham F,English Premier League,English,FOR,10,1970-02-04,26,53.46
Stephen,Howe,Nottingham F,English Premier League,English,FOR,19,1973-11-06,22,52.71
Paul,McGregor,Nottingham F,English Premier League,Scottish,RW,20,1974-12-17,21,53.42
Brian,O'Neil,Nottingham F,English Premier League,Scottish,CD,31,1972-09-06,23,50.0
Des,Lyttle,Nottingham F,English Premier League,English,RB,2,1971-09-24,24,55.04
Jason,Lee,Nottingham F,English Premier League,English,FOR,24,1971-05-09,25,47.88
Malcolm,Rigby,Nottingham F,English Premier League,English,GK,30,1976-03-13,20,50.33
Ian,Moore,Nottingham F,English Premier League,English,FOR,26,1976-08-26,19,53.42
Steve,Blatherwick,Nottingham F,English Premier League,English,CD,25,1973-09-20,22,57.67
David,Bardsley,QPR,English First Division,English,RB,2,1964-09-11,31,53.42
Andy,Impey,QPR,English First Division,English,RM,7,1971-09-13,24,54.58
Trevor,Sinclair,QPR,English First Division,English,AM,11,1973-03-02,23,62.88
Karl,Ready,QPR,English First Division,English,CD,4,1972-08-14,23,47.58
Alan,McDonald,QPR,English First Division,Irish,CD,5,1963-10-12,32,49.33
Simon,Barker,QPR,English First Division,English,DM,6,1964-11-04,31,54.17
Rufus,Brevett,QPR,English First Division,English,LB,3,1969-09-24,26,51.42
Jurgen,Sommer,QPR,English First Division,American,GK,1,1964-02-27,32,47.21
John,Spencer,QPR,English First Division,Scottish,FOR,10,1970-09-11,25,60.21
Gavin,Peacock,QPR,English First Division,English,LM,19,1967-11-18,28,55.67
Daniele,Dichio,QPR,English First Division,English,FOR,9,1974-10-19,21,51.46
Steve,Slade,QPR,English First Division,English,FOR,22,1975-10-06,20,53.88
Tony,Roberts,QPR,English First Division,Welsh,GK,13,1969-08-04,26,48.92
Steve,Yates,QPR,English First Division,English,CD,14,1970-01-29,26,47.17
Lee,Charles,QPR,English First Division,English,FOR,12,1971-08-20,24,50.92
Lee,Sharp,QPR,English First Division,English,GK,20,1976-12-18,19,50.54
Nigel,Quashie,QPR,English First Division,English,LM,17,1978-07-20,18,50.62
Trevor,Challis,QPR,English First Division,English,CD,16,1975-10-23,20,52.17
Matthew,Brazier,QPR,English First Division,English,RM,29,1976-07-02,20,53.5
Steve,Morrow,QPR,English First Division,Irish,DM,8,1970-07-02,26,53.92
Kevin,Gallen,QPR,English First Division,English,FOR,23,1975-09-21,20,51.62
Mark,Graham,QPR,English First Division,English,RB,30,1974-10-24,21,47.38
Danny,Maddix,QPR,English First Division,English,CD,15,1967-10-11,28,48.04
Paul,Murray,QPR,English First Division,English,AM,18,1976-08-31,19,56.38
Orlando,Trustfull,Sheffield W,English Premier League,Dutch,AM,28,1970-08-04,25,55.62
Richie,Humphreys,Sheffield W,English Premier League,English,AM,29,1974-01-01,22,56.46
Benito,Carbone,Sheffield W,English Premier League,Italian,RM,15,1971-08-14,24,60.88
Mark,Pembridge,Sheffield W,English Premier League,Welsh,LM,4,1970-11-29,25,56.83
Des,Walker,Sheffield W,English Premier League,English,CD,6,1965-11-26,30,55.33
Kevin,Pressman,Sheffield W,English Premier League,English,GK,1,1967-11-06,28,54.21
David,Hirst,Sheffield W,English Premier League,English,FOR,9,1967-12-07,28,60.0
Ian,Nolan,Sheffield W,English Premier League,English,LB,3,1970-07-09,26,56.04
Peter,Atherton,Sheffield W,English Premier League,English,RB,2,1970-04-06,26,56.25
Andrew,Booth,Sheffield W,English Premier League,English,FOR,10,1973-03-17,23,55.92
Jon,Newsome,Sheffield W,English Premier League,English,CD,5,1970-09-06,25,55.58
Regi,Blinker,Sheffield W,English Premier League,Dutch,RM,11,1969-06-04,27,57.12
Guy,Whittingham,Sheffield W,English Premier League,English,FOR,7,1964-11-10,31,54.71
Matthew,Clarke,Sheffield W,English Premier League,English,GK,13,1973-11-03,22,52.58
Steve,Nicol,Sheffield W,English Premier League,Scottish,CD,14,1961-12-11,34,54.79
Scott,Oakes,Sheffield W,English Premier League,English,AM,19,1972-08-05,23,56.29
Lee,Briscoe,Sheffield W,English Premier League,English,RW,17,1975-09-30,20,49.42
Dejan,Stefanovic,Sheffield W,English Premier League,Yugoslavian,CD,18,1974-10-28,21,51.58
Graham,Hyde,Sheffield W,English Premier League,English,DM,12,1970-11-10,25,56.46
Ryan,Jones,Sheffield W,English Premier League,Welsh,DM,21,1973-07-23,23,55.0
Mark,Bright,Sheffield W,English Premier League,English,FOR,8,1962-06-06,34,58.08
Michael,Williams,Sheffield W,English Premier League,English,AM,23,1969-11-21,26,54.21
Adam,Poric,Sheffield W,English Premier League,Australian,DM,27,1973-04-22,23,49.04
Brian,Linighan,Sheffield W,English Premier League,Irish,RB,24,1973-11-02,22,50.75
Richard,Barker,Sheffield W,English Premier League,English,DM,26,1975-05-30,21,48.83
Wayne,Collins,Sheffield W,English Premier League,English,AM,20,1969-03-04,27,53.5
Matthew,Oakley,Southampton,English Premier League,English,AM,18,1977-08-17,18,54.54
Ulrich,van Gobbel,Southampton,English Premier League,Dutch,CD,32,1971-01-16,25,57.96
Eyal,Berkovic,Southampton,English Premier League,Israelian,RM,29,1977-01-01,19,58.21
Egil,Ostenstadt,Southampton,English Premier League,Norwegian,FOR,30,1969-01-01,27,57.12
Klaus,Lundekvam,Southampton,English Premier League,Danish,CD,22,1971-01-01,25,51.79
Barry,Venison,Southampton,English Premier League,English,DM,5,1964-06-16,32,54.83
Dave,Beasant,Southampton,English Premier League,English,GK,1,1959-03-20,37,54.54
Jim,Magilton,Southampton,English Premier League,Irish,LM,4,1969-05-06,27,57.04
Francis,Benali,Southampton,English Premier League,English,LB,3,1968-12-10,27,55.25
Matt,Le Tissier,Southampton,English Premier League,English,FR,7,1968-10-14,27,59.79
Jason,Dodd,Southampton,English Premier League,English,RB,2,1970-11-02,25,55.08
Alan,Neilson,Southampton,English Premier League,Welsh,CD,15,1972-09-26,23,52.33
Robbie,Slater,Southampton,English Premier League,English,RM,21,1964-11-22,31,56.58
Chris,Woods,Southampton,English Premier League,English,GK,23,1959-11-14,36,54.38
Simon,Charlton,Southampton,English Premier League,English,RB,14,1971-10-25,24,53.54
Richard,Dryden,Southampton,English Premier League,English,CD,19,1969-06-14,27,52.54
Matthew,Robinson,Southampton,English Premier League,English,RM,26,1974-12-23,21,53.79
Michael,Basham,Southampton,English Premier League,English,CD,27,1973-09-27,22,48.92
Christopher,Warren,Southampton,English Premier League,English,FOR,24,1974-10-10,21,50.21
Garry,Monk,Southampton,English Premier League,English,CD,20,1964-11-29,31,46.25
Ken,Monkou,Southampton,English Premier League,Dutch,CD,6,1964-11-29,31,52.96
David,Hughes,Southampton,English Premier League,English,CD,16,1972-12-30,23,49.17
Paul,Tisdale,Southampton,English Premier League,English,DM,17,1973-01-14,23,50.38
Neil,Maddison,Southampton,English Premier League,English,DM,10,1969-10-02,26,53.0
Maik,Taylor,Southampton,English Premier League,English,GK,33,1974-11-08,21,56.79
Michael,Evans,Southampton,English Premier League,English,FOR,9,1973-01-11,23,50.79
Neil,Moss,Southampton,English Premier League,English,GK,13,1975-05-10,21,53.54
Ramon,Vega,Tottenham,English Premier League,Swiss,CD,24,1971-06-14,25,52.92
Steve,Carr,Tottenham,English Premier League,Irish,RB,25,1976-08-29,19,54.0
Justin,Edinburgh,Tottenham,English Premier League,English,LB,3,1969-12-18,26,53.0
Teddy,Sheringham,Tottenham,English Premier League,English,FOR,10,1966-04-02,30,65.67
Ruel,Fox,Tottenham,English Premier League,English,RM,7,1968-01-14,28,59.79
David,Howells,Tottenham,English Premier League,English,AM,4,1967-12-15,28,56.04
Sol,Campbell,Tottenham,English Premier League,English,CD,23,1974-09-18,21,58.67
Ian,Walker,Tottenham,English Premier League,English,GK,1,1971-10-31,24,54.33
Darren,Anderton,Tottenham,English Premier League,English,AM,9,1972-03-03,24,64.33
Andy,Sinton,Tottenham,English Premier League,English,LM,27,1966-03-19,30,53.5
Stefan,Iversen,Tottenham,English Premier League,Norwegian,FOR,18,1976-11-10,19,59.38
Allan,Nielsen,Tottenham,English Premier League,Danish,DM,8,1971-03-13,25,57.5
Dean,Austin,Tottenham,English Premier League,English,RB,2,1970-04-26,26,53.79
Stuart,Nethercott,Tottenham,English Premier League,English,CD,14,1973-03-21,23,48.0
Clive,Wilson,Tottenham,English Premier League,English,LB,15,1961-11-13,34,53.5
Espen,Baardsen,Tottenham,English Premier League,Norwegian,GK,13,1972-01-01,24,48.54
John,Scales,Tottenham,English Premier League,English,CD,17,1966-07-04,30,54.12
Jason,Dozzell,Tottenham,English Premier League,English,AM,12,1967-12-09,28,54.71
Paul,Mahorn,Tottenham,English Premier League,Irish,RB,26,1973-08-13,22,51.58
David,Kerslake,Tottenham,English Premier League,English,RB,22,1966-06-19,30,51.71
Daniel,Hill,Tottenham,English Premier League,English,AM,21,1974-10-01,21,52.62
Chris,Armstrong,Tottenham,English Premier League,English,FOR,11,1971-06-19,25,62.29
Ronny,Rosenthal,Tottenham,English Premier League,Israelian,FOR,16,1963-10-11,32,54.83
Gary,Mabbutt,Tottenham,English Premier League,English,CD,6,1961-08-23,34,53.71
Colin,Calderwood,Tottenham,English Premier League,Scottish,CD,5,1965-01-20,31,51.17
John,Hartson,West Ham,English Premier League,Welsh,FOR,19,1975-04-05,21,59.12
Paul,Kitson,West Ham,English Premier League,English,FOR,26,1971-01-09,25,54.0
Slaven,Bilic,West Ham,English Premier League,Croatian,CD,28,1968-09-11,27,58.25
Ian,Bishop,West Ham,English Premier League,English,AM,7,1965-05-29,31,58.67
Michael,Hughes,West Ham,English Premier League,Irish,LM,24,1971-08-02,24,54.04
Ludek,Miklosko,West Ham,English Premier League,Czech,GK,1,1961-12-09,34,55.38
Tim,Breacker,West Ham,English Premier League,English,RB,2,1965-07-02,31,53.42
John,Moncur,West Ham,English Premier League,English,AM,10,1966-09-22,29,58.75
Mark,Rieper,West Ham,English Premier League,Danish,CD,8,1968-06-05,28,50.67
Daniel,Williamson,West Ham,English Premier League,English,RM,6,1973-12-05,22,55.33
Julian,Dicks,West Ham,English Premier League,English,LB,3,1968-08-08,27,62.96
Les,Sealey,West Ham,English Premier League,English,GK,31,1957-09-29,38,47.71
Richard,Hall,West Ham,English Premier League,English,CD,5,1972-03-14,24,54.42
Stan,Lazaridis,West Ham,English Premier League,Australian,LW,17,1972-08-16,23,54.71
Keith,Rowland,West Ham,English Premier League,English,LB,12,1971-09-01,24,52.92
Iain,Dowie,West Ham,English Premier League,Irish,FOR,14,1965-01-09,31,57.92
Chris,Coyne,West Ham,English Premier League,Australian,CD,29,1978-12-20,17,48.04
Graeme,Philson,West Ham,English Premier League,English,LM,33,1975-03-24,21,57.12
Hugo,Porfirio,West Ham,English Premier League,Portuguese,RM,13,1976-01-01,20,60.79
Rio,Ferdinand,West Ham,English Premier League,English,CD,15,1978-11-07,17,52.83
Steve,Potts,West Ham,English Premier League,English,CD,4,1967-05-07,29,51.17
Steve,Lomas,West Ham,English Premier League,Irish,AM,11,1974-01-18,22,57.71
Mark,Bowen,West Ham,English Premier League,Welsh,RB,21,1963-12-07,32,53.54
Scott,Mean,West Ham,English Premier League,English,DM,35,1973-12-13,22,50.83
Robbie,Earle,Wimbledon,English Premier League,English,AM,8,1965-01-27,31,63.17
Marcus,Gayle,Wimbledon,English Premier League,English,FOR,11,1970-09-27,25,59.83
Brian,McAllister,Wimbledon,English Premier League,English,CD,17,1971-11-30,24,51.62
Neil,Sullivan,Wimbledon,English Premier League,English,GK,1,1970-02-24,26,51.92
Alan,Kimble,Wimbledon,English Premier League,English,LB,3,1966-08-06,29,52.38
Neil,Ardley,Wimbledon,English Premier League,English,RM,18,1972-09-01,23,55.25
Chris,Perry,Wimbledon,English Premier League,English,CD,12,1973-04-26,23,52.0
Kenny,Cunningham,Wimbledon,English Premier League,English,RB,2,1971-06-28,25,53.96
Efan,Ekoku,Wimbledon,English Premier League,Nigerian,FOR,9,1967-06-07,29,58.17
Oyvind,Leonhardsen,Wimbledon,English Premier League,Norwegian,LM,7,1970-08-17,25,59.08
Vinny,Jones,Wimbledon,English Premier League,Welsh,DM,4,1965-01-05,31,58.88
Scott,Fitzgerald,Wimbledon,English Premier League,English,RB,32,1969-08-13,26,53.29
Paul,Heald,Wimbledon,English Premier League,English,GK,13,1968-08-20,27,52.25
Alan,Reeves,Wimbledon,English Premier League,English,CD,15,1967-11-19,28,55.33
Dean,Holdsworth,Wimbledon,English Premier League,English,FOR,10,1968-11-08,27,57.0
Jason,Euell,Wimbledon,English Premier League,English,FOR,23,1977-02-06,19,56.46
Gary,Blissett,Wimbledon,English Premier League,English,DM,27,1964-06-29,32,51.5
Andy,Clarke,Wimbledon,English Premier League,English,FOR,22,1967-07-22,29,54.96
Mark,Thomas,Wimbledon,English Premier League,English,RB,26,1974-11-22,21,50.88
Stewart,Castledine,Wimbledon,English Premier League,English,AM,19,1973-01-22,23,53.79
Peter,Fear,Wimbledon,English Premier League,English,RM,24,1973-09-10,22,52.25
Jon,Goodman,Wimbledon,English Premier League,English,FOR,14,1971-06-02,25,53.5
Grant,Payne,Wimbledon,English Premier League,English,AM,29,1975-12-25,20,51.21
Andy,Pearce,Wimbledon,English Premier League,English,CD,25,1966-04-20,30,51.21
Aidan,Newhouse,Wimbledon,English Premier League,English,AM,28,1972-05-23,24,51.83
Mick,Harford,Wimbledon,English Premier League,English,FOR,20,1959-05-12,37,58.46
Andy,Thorn,Wimbledon,English Premier League,English,CD,16,1966-11-12,29,52.58
Dean,Blackwell,Wimbledon,English Premier League,English,CD,5,1969-12-05,26,49.67
Duncan,Jupp,Wimbledon,English Premier League,English,CD,21,1975-01-25,21,52.29
Ben,Thatcher,Wimbledon,English Premier League,English,LB,6,1975-11-30,20,54.92
Carsten,Jancker,Bayern München,German Bundesliga 1,German,FOR,19,1974-08-28,21,56.29
Markus,Münch,Bayern München,German Bundesliga 1,German,RWB,3,1972-09-07,23,58.12
Mario,Basler,Bayern München,German Bundesliga 1,German,DM,13,1968-12-18,27,57.67
Christian,Nerlinger,Bayern München,German Bundesliga 1,German,RW,6,1973-03-21,23,56.67
Markus,Babbel,Bayern München,German Bundesliga 1,German,CD,2,1972-09-08,23,59.58
Thomas,Helmer,Bayern München,German Bundesliga 1,German,CD,5,1965-04-21,31,57.79
Lothar,Matthäus,Bayern München,German Bundesliga 1,German,SW,10,1961-03-21,35,61.29
Mehmet,Scholl,Bayern München,German Bundesliga 1,German,LW,7,1970-10-16,25,57.0
Christian,Ziege,Bayern München,German Bundesliga 1,German,LWB,17,1972-02-01,24,61.79
Jürgen,Klinsmann,Bayern München,German Bundesliga 1,German,FOR,18,1964-07-30,31,67.62
Oliver,Kahn,Bayern München,German Bundesliga 1,German,GK,1,1969-06-15,27,59.38
Sven,Scheuer,Bayern München,German Bundesliga 1,German,GK,12,1971-01-19,25,53.92
Frank,Gerster,Bayern München,German Bundesliga 1,German,DM,23,1976-04-15,20,60.17
Ruggiero,Rizzitelli,Bayern München,German Bundesliga 1,Italian,FOR,20,1967-09-02,28,59.17
Alexander,Zickler,Bayern München,German Bundesliga 1,German,FOR,21,1974-02-28,22,59.42
Bernd,Dreher,Bayern München,German Bundesliga 1,German,GK,22,1966-11-02,29,51.04
Thomas,Strunz,Bayern München,German Bundesliga 1,German,CD,8,1968-04-25,28,57.08
Marcel,Witeczek,Bayern München,German Bundesliga 1,German,FOR,11,1968-10-18,27,56.42
Oliver,Kreuzer,Bayern München,German Bundesliga 1,German,CD,4,1965-11-13,30,61.88
Samuel,Kuffour,Bayern München,German Bundesliga 1,Ghanian,CD,15,1976-09-03,19,58.04
Dietmar,Hamann,Bayern München,German Bundesliga 1,German,RM,16,1973-08-27,22,52.96
Frank,Wiblishauser,Bayern München,German Bundesliga 1,German,CD,28,1977-10-18,18,52.33
Stefan,Leitl,Bayern München,German Bundesliga 1,German,DM,29,1977-08-29,18,61.21
Stefan,Reuter,Bor. Dortmund,German Bundesliga 1,German,RWB,7,1966-10-16,29,61.08
Jörg,Heinrich,Bor. Dortmund,German Bundesliga 1,German,LWB,17,1969-12-06,26,57.71
Paulo,Sousa,Bor. Dortmund,German Bundesliga 1,Portuguese,DM,19,1970-08-30,25,61.08
Karlheinz,Riedle,Bor. Dortmund,German Bundesliga 1,German,FOR,13,1965-09-16,30,57.29
Jürgen,Kohler,Bor. Dortmund,German Bundesliga 1,German,CD,3,1965-10-06,30,57.42
Matthias,Sammer,Bor. Dortmund,German Bundesliga 1,German,SW,6,1967-09-05,28,69.92
Stéphane,Chapuisat,Bor. Dortmund,German Bundesliga 1,Swiss,FOR,9,1969-06-28,27,59.0
Andreas,Möller,Bor. Dortmund,German Bundesliga 1,German,AM,10,1967-09-02,28,61.21
Julio,Cesar,Bor. Dortmund,German Bundesliga 1,Brazilian,CD,5,1963-03-08,33,55.46
Stefan,Klos,Bor. Dortmund,German Bundesliga 1,German,GK,1,1971-08-16,24,57.12
Michael,Zorc,Bor. Dortmund,German Bundesliga 1,German,DM,8,1962-08-25,33,55.79
Heiko,Herrlich,Bor. Dortmund,German Bundesliga 1,German,FOR,11,1971-12-03,24,57.08
René,Tretschok,Bor. Dortmund,German Bundesliga 1,German,LM,23,1968-12-23,27,61.92
Wolfgang,de Beer,Bor. Dortmund,German Bundesliga 1,German,GK,12,1964-01-02,32,52.96
René,Schneider,Bor. Dortmund,German Bundesliga 1,German,RB,28,1973-02-01,23,57.21
Ibraham,Tanko,Bor. Dortmund,German Bundesliga 1,Ghanian,FOR,22,1977-07-25,19,53.58
Knut,Reinhardt,Bor. Dortmund,German Bundesliga 1,German,DM,2,1968-04-27,28,51.04
Martin,Kree,Bor. Dortmund,German Bundesliga 1,German,CD,16,1965-01-27,31,52.54
