first_name,last_name,team,dob,age,GK,RB,LB,CD,RWB,LWB,SW,DM,RM,LM,AM,RW,LW,FR,FOR,SS
Peter,Schmeichel,Manchester U,1963-11-18,32,88,51,51,46,43,43,51,60,55,55,56,48,48,47,40,43
Dennis,Irwin,Manchester U,1965-10-31,30,45,76,76,76,68,68,71,68,64,64,62,61,61,63,64,62
Gary,Pallister,Manchester U,1965-06-30,31,48,79,79,81,60,60,69,66,55,55,52,47,47,50,49,45
David,May,Manchester U,1970-06-24,26,43,72,72,72,54,54,61,57,49,49,46,42,42,45,44,41
Eric,Cantona,Manchester U,1966-05-24,30,56,64,64,62,73,73,73,77,78,78,80,82,82,84,84,86
Roy,Keane,Manchester U,1971-08-10,24,52,81,81,80,77,77,81,84,82,82,82,77,77,75,76,76
Ryan,Giggs,Manchester U,1973-11-29,22,55,57,57,51,76,76,74,73,80,80,83,89,89,90,83,85
Nicky,Butt,Manchester U,1975-01-21,21,48,74,74,72,72,72,74,77,75,75,75,72,72,72,70,71
Phillip,Neville,Manchester U,1977-01-21,19,39,69,69,69,63,63,65,58,54,54,52,53,53,55,49,46
David,Beckham,Manchester U,1975-05-02,21,47,75,75,73,74,74,76,79,79,79,79,76,76,76,77,78
Ronny,Johnsen,Manchester U,1974-02-09,22,47,72,72,74,57,57,61,58,52,52,49,46,46,48,48,45
Jordi,Cruyff,Manchester U,1974-02-09,22,49,60,60,58,67,67,69,71,72,72,73,75,75,75,72,74
Raimond,van der Gouw,Manchester U,1963-03-24,33,75,44,44,41,42,42,48,52,49,49,50,46,46,47,37,39
Karel,Poborsky,Manchester U,1972-05-30,24,52,55,55,51,65,65,67,67,69,69,72,75,75,77,74,75
Gary,Neville,Manchester U,1975-02-18,21,48,77,77,77,71,71,73,70,66,66,64,64,64,65,58,58
Terry,Cooke,Manchester U,1976-08-05,19,43,50,50,48,58,58,59,57,59,59,61,64,64,67,71,68
Graeme,Tomlinson,Manchester U,1975-12-10,20,42,45,45,44,53,53,55,50,51,51,52,58,58,62,66,62
Nick,Culkin,Manchester U,1978-07-06,18,63,37,37,34,34,34,41,41,38,38,39,38,38,40,35,34
Michael,Clegg,Manchester U,1977-07-03,19,42,65,65,65,53,53,59,60,53,53,51,46,46,47,43,43
Kevin,Pilkington,Manchester U,1974-03-08,22,71,38,38,34,36,36,42,47,44,44,45,43,43,43,33,36
Chris,Casper,Manchester U,1975-04-28,21,44,64,64,66,58,58,60,53,48,48,46,49,49,52,51,48
Ben,Thornley,Manchester U,1975-04-21,21,43,43,43,39,55,55,56,54,59,59,61,64,64,66,60,61
Brian,McClair,Manchester U,1963-12-08,32,45,57,57,56,63,63,65,68,69,69,70,70,70,69,69,70
Andy,Cole,Manchester U,1971-10-15,24,44,54,54,53,58,58,61,60,62,62,63,63,63,62,69,66
John,O'Kane,Manchester U,1974-11-15,21,39,61,61,62,55,55,57,50,47,47,45,47,47,50,44,42
Paul,Scholes,Manchester U,1974-11-16,21,54,55,55,52,68,68,68,65,68,68,70,76,76,79,77,76
Simon,Davies,Manchester U,1974-04-23,22,45,49,49,46,59,59,60,56,60,60,61,66,66,68,64,64
Mikkel,Beck,Middlesbrough,1973-05-12,23,42,43,43,42,54,54,51,48,56,56,58,63,63,65,75,72
,Emerson,Middlesbrough,1970-04-12,26,47,74,74,73,70,70,72,74,72,72,71,69,69,69,67,67
Oswaldo,Juninho,Middlesbrough,1973-02-22,23,51,61,61,57,72,72,73,74,78,78,80,83,83,84,82,83
Fabrizio,Ravanelli,Middlesbrough,1968-12-11,27,55,65,65,64,71,71,71,69,70,70,71,75,75,79,83,81
Marc,Schwarzer,Middlesbrough,1972-10-06,23,72,37,37,32,36,36,42,47,44,44,46,43,43,43,35,38
Derek,Whyte,Middlesbrough,1968-08-31,27,44,71,71,71,56,56,61,61,54,54,52,46,46,49,48,46
Curtis,Fleming,Middlesbrough,1968-10-08,27,41,70,70,68,61,61,65,62,57,57,55,53,53,54,46,46
Steve,Vickers,Middlesbrough,1967-10-13,28,41,71,71,72,54,54,61,60,52,52,49,44,44,46,43,41
Phillip,Stamp,Middlesbrough,1975-12-12,20,40,59,59,58,60,60,63,64,64,64,65,63,63,63,63,63
Neil,Cox,Middlesbrough,1971-10-08,24,45,68,68,68,63,63,66,62,59,59,58,58,58,59,54,53
Nigel,Pearson,Middlesbrough,1963-08-21,32,37,71,71,72,52,52,59,61,52,52,49,43,43,45,44,43
Clayton,Blackmore,Middlesbrough,1964-09-23,31,37,68,68,69,57,57,64,69,63,63,63,55,55,54,63,61
Gianluca,Festa,Middlesbrough,1969-03-15,27,45,71,71,71,62,62,67,63,57,57,55,54,54,56,53,50
Robbie,Mustoe,Middlesbrough,1968-08-28,27,42,56,56,53,60,60,63,64,64,64,66,66,66,66,66,66
Craig,Hignett,Middlesbrough,1970-01-12,26,44,58,58,56,63,63,65,65,67,67,68,69,69,69,67,68
Gary,Walsh,Middlesbrough,1968-03-21,28,73,48,48,44,46,46,50,53,51,51,51,49,49,48,37,40
Vladimir,Kinder,Middlesbrough,1973-01-01,23,40,61,61,61,46,46,54,53,45,45,43,38,38,40,38,36
Ben,Roberts,Middlesbrough,1976-01-01,20,67,38,38,35,36,36,40,40,38,38,38,38,38,40,34,34
Alan,Moore,Middlesbrough,1974-11-25,21,44,53,53,52,57,57,59,61,62,62,64,64,64,64,63,64
Chris,Morris,Middlesbrough,1963-12-24,32,41,68,68,67,59,59,63,61,56,56,54,53,53,55,49,49
Bryan,Robson,Middlesbrough,1957-01-11,39,38,73,73,73,68,68,71,74,71,71,70,67,67,67,67,68
David,Batty,Newcastle,1968-12-02,27,45,73,73,71,52,52,63,73,65,65,64,49,49,47,53,53
Steve,Watson,Newcastle,1974-04-01,22,46,69,69,69,65,65,68,66,63,63,63,62,62,64,67,64
Robert,Lee,Newcastle,1966-02-01,30,48,77,77,76,77,77,78,79,78,78,78,77,77,76,74,75
Alan,Shearer,Newcastle,1970-08-13,25,56,62,62,60,59,59,64,63,63,63,65,64,64,70,84,79
John,Beresford,Newcastle,1966-09-04,29,43,67,67,66,64,64,66,64,60,60,59,59,59,60,53,53
David,Ginola,Newcastle,1967-01-25,29,48,49,49,43,67,67,67,66,72,72,75,82,82,84,75,78
Darren,Peacock,Newcastle,1968-02-03,28,42,71,71,73,56,56,63,63,54,54,52,47,47,49,47,46
Pavel,Srnicek,Newcastle,1968-03-10,28,78,46,46,40,41,41,49,56,51,51,53,48,48,48,37,40
Keith,Gillespie,Newcastle,1975-02-18,21,50,55,55,50,69,69,68,67,74,74,76,81,81,81,76,77
Phillipe,Albert,Newcastle,1967-08-10,28,53,72,72,73,62,62,64,58,53,53,51,52,52,57,62,57
Les,Ferdinand,Newcastle,1966-12-18,29,45,62,62,61,63,63,64,61,63,63,64,67,67,70,78,75
Warren,Barton,Newcastle,1969-03-19,27,45,69,69,70,56,56,61,57,51,51,49,46,46,52,60,54
Faustino,Asprilla,Newcastle,1969-11-10,26,47,61,61,58,74,74,72,71,75,75,76,81,81,82,82,82
Peter,Beardsley,Newcastle,1961-01-18,35,62,65,65,62,73,73,72,73,75,75,76,79,79,81,77,79
Steve,Howey,Newcastle,1971-10-26,24,40,70,70,70,54,54,61,60,52,52,50,46,46,49,47,45
Shaka,Hislop,Newcastle,1969-02-22,27,76,43,43,39,40,40,46,52,47,47,49,45,45,45,38,40
Robbie,Elliot,Newcastle,1973-12-25,22,40,67,67,67,61,61,63,61,58,58,56,55,55,55,50,50
Lee,Clark,Newcastle,1972-10-27,23,41,67,67,67,63,63,67,72,70,70,70,64,64,63,67,67
Malcolm,Allen,Newcastle,1967-03-21,29,44,48,48,46,56,56,56,52,55,55,56,61,61,65,66,64
Stephen,Harper,Newcastle,1974-03-23,22,35,57,57,57,49,49,54,57,53,53,52,47,47,47,46,46
David,Eatock,Newcastle,1976-11-11,19,35,63,63,66,48,48,53,52,44,44,41,36,36,38,37,35
Colin,Cooper,Nottingham F,1967-02-28,29,44,69,69,70,52,52,59,55,46,46,43,40,40,46,45,42
Stuart,Pearce,Nottingham F,1962-04-24,34,45,73,73,74,65,65,68,64,59,59,58,57,57,60,63,59
Pierre,van Hooijdonk,Nottingham F,1969-11-29,26,50,52,52,50,55,55,57,53,54,54,55,59,59,65,70,67
Steve,Chettle,Nottingham F,1968-09-27,27,43,67,67,67,51,51,57,53,44,44,41,39,39,45,43,40
Steve,Stone,Nottingham F,1971-08-20,24,56,66,66,63,76,76,74,71,74,74,75,80,80,82,75,76
Scott,Gemill,Nottingham F,1971-01-02,25,38,53,53,53,57,57,58,48,48,48,47,54,54,62,64,60
Ian,Woan,Nottingham F,1967-12-14,28,40,56,56,53,61,61,63,63,65,65,66,67,67,68,67,67
Mark,Crossley,Nottingham F,1969-06-16,27,80,49,49,44,46,46,53,59,54,54,55,51,51,50,39,42
Dean,Saunders,Nottingham F,1964-06-21,32,48,53,53,51,59,59,60,53,54,54,54,61,61,68,70,66
Nikola,Jerkan,Nottingham F,1964-12-08,31,41,66,66,66,59,59,61,54,50,50,48,50,50,55,49,47
Chris,Bart-Williams,Nottingham F,1974-06-16,22,41,64,64,63,54,54,60,64,57,57,57,52,52,53,51,52
David,Phillips,Nottingham F,1963-07-29,33,36,66,66,65,55,55,62,64,58,58,57,52,52,53,49,50
Bryan,Roy,Nottingham F,1970-02-12,26,46,60,60,58,67,67,68,63,64,64,65,71,71,76,74,72
Alf-Inge,Haaland,Nottingham F,1972-11-23,23,41,69,69,69,62,62,64,60,56,56,54,54,54,56,54,51
Chris,Allen,Nottingham F,1972-11-18,23,45,45,45,40,58,58,59,57,61,61,63,68,68,69,58,60
Alan,Fettis,Nottingham F,1972-07-01,24,77,41,41,34,40,40,46,51,49,49,51,48,48,48,37,41
Brian,Croft,Nottingham F,1967-09-27,28,41,60,60,59,51,51,57,60,55,55,54,48,48,48,48,48
Kevin,Campbell,Nottingham F,1970-02-04,26,44,51,51,50,59,59,60,58,60,60,61,65,65,67,68,66
Stephen,Howe,Nottingham F,1973-11-06,22,43,47,47,45,56,56,56,46,48,48,49,58,58,65,67,63
Paul,McGregor,Nottingham F,1974-12-17,21,46,45,45,41,56,56,56,54,57,57,59,63,63,65,63,63
Brian,O'Neil,Nottingham F,1972-09-06,23,41,66,66,67,51,51,56,53,46,46,43,39,39,42,41,38
Des,Lyttle,Nottingham F,1971-09-24,24,45,66,66,66,60,60,61,53,50,50,47,50,50,55,51,48
Jason,Lee,Nottingham F,1971-05-09,25,34,47,47,49,45,45,46,45,43,43,44,45,45,47,52,49
Malcolm,Rigby,Nottingham F,1976-03-13,20,68,45,45,40,41,41,46,52,49,49,49,45,45,45,37,40
Ian,Moore,Nottingham F,1976-08-26,19,43,48,48,48,55,55,55,46,48,48,49,56,56,63,67,62
David,Bardsley,QPR,1964-09-11,31,43,67,67,67,62,62,65,63,59,59,57,56,56,56,47,47
Andy,Impey,QPR,1971-09-13,24,48,45,45,41,57,57,58,57,61,61,63,67,67,68,63,64
Trevor,Sinclair,QPR,1973-03-02,23,50,52,52,48,69,69,66,60,66,66,68,77,77,81,76,76
Karl,Ready,QPR,1972-08-14,23,39,61,61,62,48,48,55,53,45,45,44,40,40,43,40,39
Alan,McDonald,QPR,1963-10-12,32,39,66,66,66,50,50,58,57,47,47,45,41,41,44,41,40
Simon,Barker,QPR,1964-11-04,31,40,65,65,65,58,58,62,66,62,62,62,57,57,56,51,53
Rufus,Brevett,QPR,1969-09-24,26,40,64,64,65,60,60,62,57,54,54,52,52,52,53,48,46
Jurgen,Sommer,QPR,1964-02-27,32,66,45,45,41,38,38,45,52,48,48,49,40,40,39,33,36
John,Spencer,QPR,1970-09-11,25,52,56,56,54,63,63,64,62,65,65,67,69,69,70,74,72
Gavin,Peacock,QPR,1967-11-18,28,42,56,56,55,63,63,64,66,68,68,69,70,70,70,67,69
Daniele,Dichio,QPR,1974-10-19,21,39,48,48,47,45,45,50,47,46,46,47,47,47,53,64,59
Steve,Slade,QPR,1975-10-06,20,44,48,48,45,55,55,57,55,58,58,60,63,63,65,69,67
Tony,Roberts,QPR,1969-08-04,26,68,40,40,36,39,39,43,50,48,48,50,45,45,44,37,41
Steve,Yates,QPR,1970-01-29,26,40,64,64,65,49,49,56,54,46,46,44,39,39,42,40,38
Lee,Charles,QPR,1971-08-20,24,45,49,49,47,48,48,52,54,53,53,55,53,53,53,57,56
Lee,Sharp,QPR,1976-12-18,19,63,52,52,51,44,44,48,47,42,42,41,38,38,39,37,35
Nigel,Quashie,QPR,1978-07-20,18,43,65,65,64,57,57,62,66,61,61,60,54,54,53,49,50
Trevor,Challis,QPR,1975-10-23,20,45,63,63,65,52,52,57,56,49,49,47,44,44,47,46,45
Matthew,Brazier,QPR,1976-07-02,20,45,67,67,65,58,58,63,65,60,60,60,56,56,56,58,57
Steve,Morrow,QPR,1970-07-02,26,40,65,65,64,55,55,61,66,61,61,61,54,54,53,51,52
Kevin,Gallen,QPR,1975-09-21,20,42,49,49,47,51,51,54,48,48,48,49,52,52,58,65,61
Mark,Graham,QPR,1974-10-24,21,39,60,60,61,53,53,56,49,44,44,42,45,45,48,43,40
Danny,Maddix,QPR,1967-10-11,28,39,65,65,67,51,51,58,58,50,50,48,43,43,45,42,41
Orlando,Trustfull,Sheffield W,1970-08-04,25,44,69,69,67,61,61,67,73,69,69,69,62,62,61,60,62
Richie,Humphreys,Sheffield W,1974-01-01,22,45,56,56,54,64,64,65,66,68,68,70,71,71,70,72,72
Benito,Carbone,Sheffield W,1971-08-14,24,49,69,69,66,65,65,69,75,75,75,76,68,68,67,73,73
Mark,Pembridge,Sheffield W,1970-11-29,25,44,58,58,55,62,62,63,64,66,66,67,67,67,68,67,68
Des,Walker,Sheffield W,1965-11-26,30,43,73,73,73,58,58,66,66,58,58,56,50,50,51,48,46
Kevin,Pressman,Sheffield W,1967-11-06,28,76,44,44,39,42,42,47,54,52,52,54,48,48,47,49,50
David,Hirst,Sheffield W,1967-12-07,28,49,57,57,54,62,62,64,63,64,64,66,69,69,70,72,71
Ian,Nolan,Sheffield W,1970-07-09,26,43,69,69,68,64,64,66,61,57,57,56,57,57,59,54,52
Peter,Atherton,Sheffield W,1970-04-06,26,44,70,70,68,65,65,68,65,61,61,60,59,59,60,54,53
Andrew,Booth,Sheffield W,1973-03-17,23,47,50,50,48,61,61,61,56,59,59,61,67,67,70,72,70
Jon,Newsome,Sheffield W,1970-09-06,25,44,69,69,70,55,55,61,58,52,52,49,46,46,49,49,45
Regi,Blinker,Sheffield W,1969-06-04,27,45,56,56,53,66,66,66,63,66,66,68,72,72,74,73,72
Guy,Whittingham,Sheffield W,1964-11-10,31,47,50,50,47,53,53,56,54,54,54,56,59,59,62,68,65
Matthew,Clarke,Sheffield W,1973-11-03,22,73,42,42,38,38,38,45,50,49,49,50,45,45,45,39,41
Steve,Nicol,Sheffield W,1961-12-11,34,43,67,67,69,53,53,59,57,49,49,47,44,44,47,46,43
Scott,Oakes,Sheffield W,1972-08-05,23,44,52,52,48,60,60,62,62,64,64,66,68,68,70,67,68
Lee,Briscoe,Sheffield W,1975-09-30,20,41,41,41,38,53,53,54,55,58,58,61,63,63,63,57,59
Dejan,Stefanovic,Sheffield W,1974-10-28,21,43,69,69,69,55,55,60,61,54,54,52,46,46,48,45,44
Graham,Hyde,Sheffield W,1970-11-10,25,44,58,58,55,62,62,63,65,65,65,67,67,67,67,61,63
Ryan,Jones,Sheffield W,1973-07-23,23,41,54,54,51,58,58,61,62,63,63,64,64,64,64,62,63
Mark,Bright,Sheffield W,1962-06-06,34,47,53,53,50,61,61,61,60,63,63,64,67,67,69,68,68
Michael,Williams,Sheffield W,1969-11-21,26,42,55,55,53,60,60,62,62,64,64,65,65,65,65,64,64
Adam,Poric,Sheffield W,1973-04-22,23,36,54,54,53,47,47,52,55,52,52,52,49,49,49,50,50
Brian,Linighan,Sheffield W,1973-11-02,22,40,63,63,62,56,56,59,55,51,51,50,49,49,50,42,41
Richard,Barker,Sheffield W,1975-05-30,21,38,64,64,64,53,53,59,64,58,58,57,50,50,48,48,48
Matthew,Oakley,Southampton,1977-08-17,18,42,54,54,51,59,59,62,63,64,64,65,65,65,65,64,65
Ulrich,van Gobbel,Southampton,1971-01-16,25,46,71,71,73,56,56,62,61,55,55,53,48,48,49,52,49
Eyal,Berkovic,Southampton,1977-01-01,19,45,48,48,45,64,64,63,62,69,69,72,77,77,77,72,74
Egil,Ostenstadt,Southampton,1969-01-01,27,45,50,50,47,58,58,61,58,60,60,62,66,66,70,72,71
Klaus,Lundekvam,Southampton,1971-01-01,25,43,71,71,73,57,57,62,61,53,53,51,46,46,48,46,44
Barry,Venison,Southampton,1964-06-16,32,39,65,65,63,56,56,61,65,60,60,60,56,56,56,55,56
Dave,Beasant,Southampton,1959-03-20,37,77,50,50,46,42,42,48,54,50,50,50,44,44,43,36,39
Jim,Magilton,Southampton,1969-05-06,27,45,60,60,58,64,64,65,65,66,66,66,67,67,68,65,66
Francis,Benali,Southampton,1968-12-10,27,42,67,67,67,60,60,64,61,56,56,55,54,54,55,50,49
Matt,Le Tissier,Southampton,1968-10-14,27,48,58,58,55,67,67,69,73,75,75,77,79,79,79,77,80
Jason,Dodd,Southampton,1970-11-02,25,44,67,67,66,60,60,63,61,56,56,55,54,54,54,47,47
Alan,Neilson,Southampton,1972-09-26,23,40,68,68,71,56,56,59,55,50,50,47,45,45,48,47,44
Robbie,Slater,Southampton,1964-11-22,31,46,70,70,69,69,69,70,70,69,69,69,67,67,66,66,66
Chris,Woods,Southampton,1959-11-14,36,75,44,44,39,40,40,47,55,50,50,52,46,46,46,36,40
Simon,Charlton,Southampton,1971-10-25,24,42,67,67,68,59,59,61,53,50,50,47,48,48,51,46,44
Richard,Dryden,Southampton,1969-06-14,27,42,67,67,68,51,51,57,57,49,49,47,42,42,44,43,42
Matthew,Robinson,Southampton,1974-12-23,21,44,59,59,57,62,62,62,57,58,58,57,60,60,62,57,56
Michael,Basham,Southampton,1973-09-27,22,39,65,65,66,51,51,55,53,45,45,42,40,40,43,40,38
Christopher,Warren,Southampton,1974-10-10,21,40,42,42,40,49,49,49,42,44,44,45,52,52,58,60,56
Garry,Monk,Southampton,1964-11-29,31,35,60,60,63,46,46,52,50,44,44,42,37,37,40,41,39
Ken,Monkou,Southampton,1964-11-29,31,44,69,69,68,52,52,60,59,51,51,48,43,43,46,44,42
David,Hughes,Southampton,1972-12-30,23,36,64,64,64,48,48,54,52,44,44,42,39,39,42,41,39
Paul,Tisdale,Southampton,1973-01-14,23,39,62,62,61,54,54,59,60,55,55,54,51,51,52,50,49
Neil,Maddison,Southampton,1969-10-02,26,39,68,68,67,58,58,63,66,61,61,60,55,55,54,54,54
Maik,Taylor,Southampton,1974-11-08,21,73,45,45,42,44,44,46,50,48,48,49,47,47,49,42,44
Michael,Evans,Southampton,1973-01-11,23,39,39,39,39,52,52,48,42,50,50,52,59,59,61,65,63
Ramon,Vega,Tottenham,1971-06-14,25,44,74,74,75,56,56,63,61,52,52,49,43,43,47,44,42
Steve,Carr,Tottenham,1976-08-29,19,43,66,66,66,59,59,62,57,54,54,52,53,53,57,57,54
Justin,Edinburgh,Tottenham,1969-12-18,26,41,64,64,64,59,59,61,53,50,50,48,51,51,54,46,44
Teddy,Sheringham,Tottenham,1966-04-02,30,49,68,68,66,65,65,69,76,75,75,77,73,73,74,80,81
Ruel,Fox,Tottenham,1968-01-14,28,46,57,57,52,68,68,67,66,71,71,73,77,77,77,72,73
David,Howells,Tottenham,1967-12-15,28,45,72,72,70,65,65,69,74,70,70,70,64,64,61,56,58
Sol,Campbell,Tottenham,1974-09-18,21,45,75,75,77,65,65,69,62,56,56,53,55,55,59,56,52
Ian,Walker,Tottenham,1971-10-31,24,81,43,43,37,40,40,47,54,50,50,52,47,47,47,36,40
Darren,Anderton,Tottenham,1972-03-03,24,52,56,56,50,68,68,69,71,75,75,78,81,81,82,76,79
Andy,Sinton,Tottenham,1966-03-19,30,47,65,65,62,67,67,69,72,71,71,71,68,68,65,58,60
Stefan,Iversen,Tottenham,1976-11-10,19,52,50,50,47,60,60,62,59,62,62,65,70,70,74,76,75
Allan,Nielsen,Tottenham,1971-03-13,25,42,67,67,66,57,57,64,67,61,61,61,55,55,55,54,54
Dean,Austin,Tottenham,1970-04-26,26,40,67,67,67,61,61,61,55,52,52,49,51,51,54,48,46
Stuart,Nethercott,Tottenham,1973-03-21,23,35,65,65,65,48,48,54,52,44,44,42,38,38,41,39,37
Clive,Wilson,Tottenham,1961-11-13,34,41,66,66,66,58,58,60,54,51,51,48,49,49,52,44,43
Espen,Baardsen,Tottenham,1972-01-01,24,68,38,38,33,34,34,40,42,37,37,38,37,37,39,33,33
John,Scales,Tottenham,1966-07-04,30,43,70,70,71,55,55,61,60,52,52,50,46,46,49,47,45
Jason,Dozzell,Tottenham,1967-12-09,28,42,55,55,51,59,59,62,65,65,65,67,67,67,66,63,65
Paul,Mahorn,Tottenham,1973-08-13,22,40,65,65,65,58,58,60,54,49,49,47,48,48,51,43,42
David,Kerslake,Tottenham,1966-06-19,30,40,64,64,64,56,56,59,52,47,47,45,46,46,50,43,41
Daniel,Hill,Tottenham,1974-10-01,21,40,51,51,49,57,57,58,59,60,60,61,63,63,64,62,62
Chris,Armstrong,Tottenham,1971-06-19,25,51,60,60,59,62,62,62,55,56,56,57,62,62,68,75,70
Ronny,Rosenthal,Tottenham,1963-10-11,32,48,53,53,51,60,60,60,55,57,57,57,63,63,67,69,66
Gary,Mabbutt,Tottenham,1961-08-23,34,41,70,70,70,52,52,60,59,49,49,47,43,43,46,42,41
John,Hartson,West Ham,1975-04-05,21,44,58,58,57,60,60,62,60,59,59,60,62,62,66,71,69
Paul,Kitson,West Ham,1971-01-09,25,46,48,48,46,57,57,58,55,59,59,61,65,65,68,72,70
Slaven,Bilic,West Ham,1968-09-11,27,47,73,73,74,63,63,67,68,63,63,61,57,57,56,51,52
Ian,Bishop,West Ham,1965-05-29,31,44,61,61,59,63,63,66,67,66,66,67,67,67,68,66,67
Michael,Hughes,West Ham,1971-08-02,24,46,53,53,50,62,62,64,66,67,67,69,71,71,70,63,65
Ludek,Miklosko,West Ham,1961-12-09,34,80,44,44,39,40,40,47,50,46,46,47,44,44,46,36,38
Tim,Breacker,West Ham,1965-07-02,31,42,65,65,64,58,58,61,58,55,55,54,52,52,52,45,45
John,Moncur,West Ham,1966-09-22,29,42,70,70,68,70,70,71,73,72,72,72,70,70,70,69,70
Mark,Rieper,West Ham,1968-06-05,28,43,69,69,69,53,53,60,60,52,52,50,45,45,47,45,44
Daniel,Williamson,West Ham,1973-12-05,22,42,66,66,64,61,61,65,68,64,64,64,61,61,59,54,56
Julian,Dicks,West Ham,1968-08-08,27,56,74,74,72,64,64,70,72,67,67,66,61,61,61,61,61
Les,Sealey,West Ham,1957-09-29,38,63,36,36,31,34,34,40,47,45,45,47,42,42,41,38,41
Richard,Hall,West Ham,1972-03-14,24,42,69,69,71,52,52,59,58,50,50,48,43,43,46,45,43
Stan,Lazaridis,West Ham,1972-08-16,23,44,60,60,57,66,66,66,67,68,68,69,70,70,69,61,64
Keith,Rowland,West Ham,1971-09-01,24,39,67,67,67,59,59,62,60,55,55,53,52,52,53,42,42
Iain,Dowie,West Ham,1965-01-09,31,46,53,53,51,55,55,57,54,54,54,56,60,60,65,68,66
Chris,Coyne,West Ham,1978-12-20,17,39,61,61,61,47,47,52,50,44,44,41,38,38,40,40,38
Graeme,Philson,West Ham,1975-03-24,21,46,69,69,68,64,64,68,70,65,65,65,63,63,62,53,55
Hugo,Porfirio,West Ham,1976-01-01,20,49,65,65,63,71,71,71,68,69,69,70,74,74,75,71,71
Rio,Ferdinand,West Ham,1978-11-07,17,45,68,68,69,51,51,58,54,46,46,44,40,40,45,43,40
Steve,Potts,West Ham,1967-05-07,29,41,67,67,67,50,50,56,56,48,48,46,40,40,42,40,38
Steve,Lomas,West Ham,1974-01-18,22,42,66,66,65,66,66,68,70,70,70,70,67,67,66,64,65
Mark,Bowen,West Ham,1963-12-07,32,43,68,68,68,60,60,64,61,56,56,54,52,52,54,46,45
Robbie,Earle,Wimbledon,1965-01-27,31,43,75,75,74,72,72,74,74,72,72,72,71,71,71,72,71
Marcus,Gayle,Wimbledon,1970-09-27,25,46,61,61,60,63,63,66,64,64,64,65,66,66,68,73,70
Brian,McAllister,Wimbledon,1971-11-30,24,41,63,63,63,56,56,58,55,51,51,49,48,48,49,41,41
Neil,Sullivan,Wimbledon,1970-02-24,26,75,42,42,37,40,40,45,51,48,48,49,44,44,44,36,39
Alan,Kimble,Wimbledon,1966-08-06,29,41,67,67,67,59,59,61,59,55,55,53,51,51,51,43,43
Neil,Ardley,Wimbledon,1972-09-01,23,46,60,60,58,63,63,66,69,68,68,69,68,68,67,61,63
Chris,Perry,Wimbledon,1973-04-26,23,44,69,69,71,52,52,58,56,49,49,46,41,41,43,42,40
Kenny,Cunningham,Wimbledon,1971-06-28,25,39,66,66,67,54,54,60,59,53,53,51,48,48,52,52,50
Efan,Ekoku,Wimbledon,1967-06-07,29,44,54,54,52,59,59,61,57,58,58,60,64,64,68,72,69
Oyvind,Leonhardsen,Wimbledon,1970-08-17,25,45,58,58,54,64,64,66,67,69,69,71,72,72,71,68,69
Vinny,Jones,Wimbledon,1965-01-05,31,38,66,66,67,63,63,64,61,58,58,57,59,59,62,56,56
Scott,Fitzgerald,Wimbledon,1969-08-13,26,40,65,65,65,59,59,61,58,55,55,53,52,52,52,45,45
Paul,Heald,Wimbledon,1968-08-20,27,71,43,43,38,40,40,46,52,48,48,49,45,45,45,35,39
Alan,Reeves,Wimbledon,1967-11-19,28,44,68,68,67,56,56,61,61,54,54,53,49,49,51,46,45
Dean,Holdsworth,Wimbledon,1968-11-08,27,51,55,55,54,54,54,58,56,55,55,56,56,56,58,67,63
Jason,Euell,Wimbledon,1977-02-06,19,48,49,49,46,56,56,58,55,57,57,59,63,63,67,66,65
Gary,Blissett,Wimbledon,1964-06-29,32,41,61,61,60,53,53,57,60,55,55,54,51,51,50,47,48
Andy,Clarke,Wimbledon,1967-07-22,29,46,51,51,49,58,58,58,56,59,59,61,64,64,66,69,67
Mark,Thomas,Wimbledon,1974-11-22,21,38,64,64,64,58,58,59,57,53,53,52,51,51,50,42,42
Stewart,Castledine,Wimbledon,1973-01-22,23,43,64,64,62,61,61,64,68,66,66,66,63,63,62,55,58
Peter,Fear,Wimbledon,1973-09-10,22,43,48,48,43,58,58,60,59,59,59,61,65,65,62,55,54
Jon,Goodman,Wimbledon,1971-06-02,25,46,51,51,49,55,55,56,56,57,57,58,60,60,62,65,64
Grant,Payne,Wimbledon,1975-12-25,20,41,53,53,51,55,55,58,59,57,57,58,59,59,59,50,53
Andy,Pearce,Wimbledon,1966-04-20,30,39,63,63,65,50,50,55,54,49,49,48,43,43,44,44,43
Aidan,Newhouse,Wimbledon,1972-05-23,24,40,57,57,54,56,56,60,62,59,59,60,59,59,59,51,53
Mick,Harford,Wimbledon,1959-05-12,37,54,56,56,54,58,58,61,62,62,62,63,65,65,67,66,66
Andy,Thorn,Wimbledon,1966-11-12,29,43,66,66,67,50,50,56,56,47,47,45,41,41,44,43,41
Dean,Blackwell,Wimbledon,1969-12-05,26,38,66,66,66,48,48,54,54,46,46,43,38,38,40,39,38
Duncan,Jupp,Wimbledon,1975-01-25,21,41,68,68,71,51,51,55,57,49,49,47,41,41,42,42,41
Carsten,Jancker,Bayern München,1974-08-28,21,47,52,52,48,60,60,63,64,67,67,69,70,70,70,72,71
Markus,Münch,Bayern München,1972-09-07,23,50,70,70,70,70,70,73,70,67,67,66,67,67,68,58,59
Mario,Basler,Bayern München,1968-12-18,27,44,76,76,77,70,70,74,76,71,71,70,65,65,63,55,56
